# Gene Family	HSM7J4NY_Abundance-RPKs
K02118|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	0.815
K02118|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	45.356
K02119	34.874
K02119|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	34.874
K02120	95.836
K02120|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	95.836
K02121	144.17
K02121|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	144.17
K02122	42.395
K02122|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	42.395
K02123	62.111
K02123|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	48.715
K02123|unclassified	13.396
K02124	140.831
K02124|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	125.532
K02124|unclassified	15.298
K02217	71.617
K02217|g__Bacteroides.s__Bacteroides_vulgatus	30.778
K02217|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	25.596
K02217|unclassified	15.243
K02227	19.936
K02227|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	19.936
K02232	19.37
K02232|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	19.37
K02233	9.386
K02233|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	9.386
K02256	15.895
K02256|unclassified	15.895
K02338	14.506
K02338|g__Alistipes.s__Alistipes_finegoldii	14.506
K02355	174.336
K02355|g__Alistipes.s__Alistipes_finegoldii	49.318
